recno,TYC1,TYC2,TYC3,BTmag,VTmag,HIP,RA(ICRS),DE(ICRS)
586028,2520,2634,2,5.53,4.804,,169.54684333,31.53072611
586025,2520,2631,1,5.325,3.635,55219,169.61980889,33.09424139
736594,3010,2501,1,4.896,4.773,55266,169.78309361,38.18571361
737280,3012,2519,1,4.467,3.11,54539,167.41607,44.49854806
736943,3011,2549,1,4.629,4.659,53295,163.49461667,43.19001139
868370,3452,2140,1,5.227,3.818,57399,176.51303417,47.77933944
994393,3833,1034,1,2.456,2.399,58001,178.45727278,53.69473361
582154,2500,1532,1,5.668,4.64,46952,143.55573889,36.39761167
735218,3004,1418,1,5.126,3.216,50801,155.5825025,41.49943528
735706,3007,1286,1,3.476,3.428,50372,154.27466972,42.91446583
581978,2499,1655,1,3.963,3.916,45688,139.71110889,36.80287528
733055,2992,1689,1,6.048,4.909,47029,143.766045,39.621445
731915,2986,1978,1,4.493,4.026,44248,135.16135861,41.78339306
991864,3819,1373,1,5.441,4.88,51459,157.65731389,55.98061528
300664,1359,2672,1,3.921,3.559,35550,110.03078667,21.98233972
433127,1916,2156,1,4.741,3.662,37740,116.11194806,24.39812389
433755,1919,2109,1,6.066,4.227,36962,113.98070944,26.89598583
433541,1918,2339,1,5.086,3.888,36046,111.43196556,27.79827889
436458,1933,2000,1,5.092,4.977,38538,118.37431444,26.76585444
434752,1924,2022,1,5.675,4.369,37629,115.82786667,28.88404667
568540,2438,1059,1,6.047,4.533,34693,107.78495889,30.24527472
572383,2452,2167,1,4.539,4.198,36366,112.27756333,31.7841
574460,2462,2103,1,5.37,4.928,37265,114.79147889,34.58462611
730563,2980,2184,1,6.29,4.415,41075,125.7088725,43.18836694
861000,3414,2496,1,4.83,4.8,39847,122.11458111,51.50667667
570366,2444,1113,1,3.731,3.605,33018,103.19724861,33.96136417
856001,3391,2640,1,4.93,4.896,33485,104.40468306,45.09410333
721009,2936,2025,1,6.387,4.931,31832,99.83261444,42.48900694
857988,3401,1648,1,4.594,4.607,36145,111.67858611,49.211635
983476,3779,1730,1,5.417,4.448,33449,104.31916722,58.42304778
982908,3776,2465,1,4.474,4.437,30060,94.90579556,59.01090778
863090,3424,1626,1,3.555,3.547,44471,135.90648556,47.15664944
862312,3420,2149,1,3.358,3.128,44127,134.80338944,48.04231361
864322,3430,1673,1,4.795,4.479,44901,137.21824111,51.60472361
864679,3432,1451,1,3.721,3.214,46853,143.21784694,51.67856694
864678,3432,1450,1,4.515,4.468,47006,143.70621889,52.05156528
990801,3814,1752,1,4.618,4.563,48402,148.02650528,54.06428639
989088,3806,1813,1,5.042,4.83,45493,139.04700917,54.02171167
1082244,4127,2431,1,4.406,3.436,41704,127.56678194,60.718415
1084934,4138,1687,1,5.078,4.684,45075,137.72889833,63.51377472
992068,3820,1522,1,4.119,3.797,48319,147.748635,59.0390925
1087389,4150,1302,1,4.882,4.923,50933,156.03274667,65.56647111
1147537,4392,1805,1,5.923,3.987,56211,172.85118639,69.33111833
1085131,4139,1304,1,4.046,3.679,46733,142.88156556,63.06179833
1085539,4141,1496,1,5.384,4.869,45038,137.59803333,67.1342275
1143511,4376,2052,1,5.507,4.633,46977,143.62068167,69.83016278
986333,3794,1738,1,5.051,4.958,37609,115.75190139,58.71048361
1083086,4130,2355,1,6.108,4.722,42527,130.05373389,64.32787556
1136743,4345,2051,1,4.778,4.758,29997,94.71158361,69.32002
1143239,4375,2458,1,6.76,4.942,44390,135.63635639,67.6295775
1182563,4542,2796,1,6.053,4.959,51808,158.77326833,75.71298139
1179774,4530,2010,1,6.339,4.699,33694,105.01606389,76.97743917
1184044,4547,2323,1,6.205,4.43,47193,144.27228306,81.32641944
72976,338,1145,1,5.725,4.513,73620,225.72529056,2.09127222
196686,933,1238,1,4.447,4.171,76276,233.70077722,10.53886056
193579,911,1708,1,6.134,4.973,71832,220.41148417,8.16175583
194456,917,1471,1,4.546,4.464,71795,220.2869675,13.72845833
194457,917,1471,2,4.616,4.554,71795,220.28718167,13.72832306
326949,1496,2119,1,4.4,3.882,78072,239.11252167,15.66459361
326750,1495,1994,1,3.747,3.653,77233,236.546735,15.42192222
327266,1498,1789,1,6.201,4.273,77450,237.18502889,18.14176889
329476,1513,1261,1,4.064,3.761,80170,245.48017556,19.15302333
457967,2035,1749,1,4.912,4.827,78554,240.57370583,22.80439667
327264,1498,1787,1,4.584,4.513,76852,235.38787472,19.67049972
328022,1502,1782,1,6.738,4.914,77661,237.81642417,20.97787667
458381,2037,1826,1,5.732,4.274,78159,239.39708167,26.87802
458382,2037,1827,1,5.568,4.685,77512,237.39873861,26.06854389
458158,2036,1674,1,3.866,3.851,76952,235.68601083,26.29551056
322512,1469,1455,1,6.453,4.981,70027,214.93882639,16.30680389
323759,1477,1336,1,4.77,4.877,71762,220.18150444,16.41830417
323628,1477,189,1,5.818,4.71,72125,221.31040611,16.9643975
324394,1481,722,1,5.575,4.757,72659,222.847025,19.100625
321194,1460,1180,1,6.026,4.21,67459,207.36956306,15.79780833
321075,1460,132,1,5.064,4.536,67275,206.81675028,17.45677917
322650,1470,1157,1,3.38,2.719,67927,208.67130222,18.39853222
453690,2010,1245,1,5.451,4.868,69226,212.59977944,25.09181528
455944,2024,1355,1,5.432,4.974,73996,226.82480361,24.86957778
455273,2020,1409,1,6.789,4.965,73568,225.52713278,25.00825222
456472,2027,1405,1,6.151,4.653,73745,226.111875,26.94766028
457354,2032,1605,1,3.99,3.672,75695,231.95769139,29.1055025
595482,2564,1629,1,4.003,4.143,76127,233.23247778,31.35914417
595876,2566,1639,1,4.669,3.563,74666,228.87544306,33.31508722
455100,2019,1250,1,4.872,4.808,72105,221.24658444,27.07492778
455101,2019,1251,1,3.937,2.578,72105,221.24687333,27.07417556
455452,2021,1323,1,4.881,4.501,71284,218.66957194,29.74481972
593544,2553,1140,1,5.267,3.71,71053,217.95772611,30.37115583
744984,3047,1258,1,4.672,3.577,73555,225.48663139,40.39063306
330126,1518,1442,1,3.943,2.86,80816,247.55524028,21.48964583
601228,2590,1412,1,3.883,3.895,83207,255.07252139,30.92634389
599396,2582,3158,1,3.666,2.952,81693,250.32277056,31.60193694
598795,2580,2438,1,6.092,4.958,80181,245.5245325,30.8917475
459286,2041,1805,1,4.911,4.963,78493,240.36079278,29.85107639
602367,2596,1318,1,4.627,4.823,84573,259.33154278,33.10011389
603728,2604,1777,1,4.471,4.504,85112,260.92071556,37.14592472
603726,2604,1774,1,5.022,3.292,84380,258.76188833,36.80915611
603727,2604,1775,1,4.657,4.623,84606,259.41785417,37.29135194
749692,3070,1595,1,4.632,3.577,81833,250.72391361,38.92245444
748835,3066,2213,1,4.177,4.193,81126,248.52578611,42.43690389
881290,3510,1876,1,3.581,3.763,86414,264.86621611,46.00632194
883559,3523,1684,1,4.246,2.381,87833,269.15157222,51.48894944
598323,2578,1609,1,6.075,4.908,77655,237.80807278,35.65819222
598142,2577,1754,1,4.847,4.962,76669,234.84451028,36.63582778
598560,2579,2094,1,6.029,4.845,79119,242.24303139,36.49015333
746865,3057,2021,1,5.278,4.664,77760,238.16754222,42.45006333
877116,3492,1909,1,3.701,3.854,79992,244.93519889,46.31327583
749047,3067,1842,1,4.155,4.216,79101,242.19249472,44.93482528
596590,2570,1521,1,4.667,4.334,75411,231.12304972,37.37697139
746466,3055,2340,1,5.105,4.992,76041,232.94579917,40.89936556
876877,3491,1859,1,4.596,4.694,78592,240.69938667,46.03684528
878907,3500,2419,1,4.935,4.838,82321,252.30916722,45.98344333
883217,3521,1800,1,3.98,2.874,85670,262.60823167,52.30135972
1005584,3892,1620,1,5.171,4.899,85819,263.04343111,55.18411472
1005585,3892,1621,1,5.185,4.87,85829,263.06617972,55.17281222
1008886,3910,1710,1,5.253,3.853,87585,268.38180861,56.87246222
1003847,3882,2597,1,5.269,4.881,82020,251.32411861,56.7816975
592591,2547,1181,1,6.878,4.94,67665,207.94787444,34.44431528
451533,1996,2400,1,4.946,4.304,64394,197.97039389,27.87601972
451534,1996,2401,1,6.727,4.952,64022,196.79462222,27.6248975
591918,2543,1189,1,5.215,4.98,66458,204.36538583,36.2948425
591750,2542,1094,1,5.413,4.978,66257,203.69895778,37.18243667
593388,2552,1081,1,6.143,4.913,69879,214.49923361,35.50947361
743126,3036,1151,1,3.266,3.043,71075,218.01981222,38.30790306
873309,3472,1264,1,4.274,4.181,69732,214.09653667,46.08793778
874342,3478,1333,1,5.002,4.763,69713,214.04193194,51.36702528
873141,3471,1250,1,4.754,4.535,69483,213.37063417,51.78999
740240,3021,2645,1,2.788,2.845,63125,194.00763222,38.3182475
740591,3022,2306,1,5.074,4.737,64844,199.38597667,40.57256556
739918,3020,2541,1,4.955,4.309,61317,188.43780944,41.35681167
870388,3458,2328,1,5.864,4.859,60485,186.00618111,51.56223167
872412,3466,1270,1,4.84,4.685,66234,203.61404167,49.01591
997531,3851,1506,1,6.782,4.828,66738,205.18454833,54.68165917
997350,3850,1384,1,4.203,4.007,65477,201.30592361,54.98799833
995106,3837,1070,1,3.41,3.298,59774,183.85605417,57.03259861
1001084,3870,1962,1,5.28,4.987,78180,239.44827944,54.7495125
874341,3478,1332,1,4.63,4.1,70497,216.30004639,51.85167972
1002125,3875,1620,1,4.805,3.421,75458,231.23243,58.96602417
1094473,4186,1373,1,6.592,4.865,73199,224.3963125,65.93238694
1004051,3883,1543,1,4.633,4.055,78527,240.47369444,58.56448083
1095445,4190,2568,1,3.85,2.801,80331,245.99794306,61.51408333
1099605,4210,1048,1,3.016,3.132,83895,257.19677278,65.71463972
1096228,4193,2534,1,6.393,4.977,81660,250.22966361,64.58908389
1097226,4197,2429,1,5.45,4.937,82860,254.00573194,65.13467889
1156765,4428,1960,1,5.279,4.821,86201,264.23788111,68.75723278
1154078,4419,2886,1,4.898,4.942,80650,246.99604611,68.76805889
1158651,4436,1425,1,5.057,4.6,86614,265.48461611,72.14946139
1091880,4174,1262,1,3.598,3.628,68756,211.09759694,64.37581194
1091879,4174,1261,1,6.659,4.783,67627,207.85807583,64.72328306
1148016,4394,1870,1,3.718,3.849,61281,188.37099167,69.78821139
1152846,4414,2314,1,3.09,3.011,75097,230.18228278,71.83397722
1153346,4416,1799,1,3.998,2.215,72607,222.67663,74.15547611
1189472,4567,1764,1,5.378,4.991,79822,244.37704194,75.75473028
1188531,4563,2708,1,4.332,4.279,77055,236.01443639,77.79449889
1192034,4580,1154,1,5.335,4.312,82080,251.49236111,82.03724778
1187297,4559,3017,1,6.109,4.401,70692,216.88134639,75.69594222
1187949,4561,2317,1,6.598,4.963,69112,212.21252139,77.54743833
1207799,4655,1053,1,4.38,4.34,85822,263.053745,86.58633667
116391,536,2354,1,4.552,3.993,104987,318.95582806,5.24806333
247048,1109,2583,1,5.087,4.544,104858,318.61996389,10.00769306
246833,1108,2583,1,5.014,4.703,104521,317.58530139,10.13192361
243515,1096,1684,1,3.871,4.002,101421,308.30318722,11.30333056
367924,1634,3055,1,4.762,4.453,102281,310.86477111,15.07468028
367925,1634,3056,1,5.534,4.356,102532,311.66465694,16.12476
250364,1125,2186,1,4.391,2.533,107315,326.04642194,9.87500917
380118,1670,918,1,5.798,4.454,107348,326.12787861,17.35004
380341,1671,986,1,5.493,4.2,105502,320.52140917,19.80436583
512948,2188,2203,1,6.598,4.7,106140,322.48700417,23.63883111
514553,2193,2017,1,4.632,4.185,107354,326.16127611,25.64500472
517325,2201,2078,1,5.223,4.745,107310,326.03507722,28.74316972
244841,1100,1719,1,4.768,4.66,101589,308.82712389,14.67418528
359401,1618,2331,1,5.028,4.954,99742,303.56911139,15.19747
244842,1100,1720,1,4.152,3.677,101769,309.38697167,14.59519833
367611,1633,2442,1,3.703,3.753,101958,309.90940361,15.91205361
372857,1645,2169,1,4.774,4.798,101867,309.63038889,21.20118056
363267,1624,3414,1,5.574,3.668,98337,299.68912639,19.49209583
355067,1606,2342,1,5.698,4.488,96837,295.26222472,17.47611944
355066,1606,2341,1,5.325,4.458,96757,295.02409611,18.01393639
360148,1619,3542,1,5.522,3.956,97365,296.84693611,18.53426056
355804,1609,2082,1,4.869,4.974,96275,293.64536833,19.77339861
489392,2140,3054,1,4.694,4.86,97679,297.76706111,22.61008333
489388,2140,3051,1,4.563,4.631,97886,298.36534111,24.0795275
500086,2159,2068,1,4.538,4.725,99824,303.81621306,25.59196167
502026,2163,1794,1,6.138,4.656,99874,303.94231694,27.81423056
509431,2179,2496,1,5.603,4.66,103004,313.03218111,27.09712056
652264,2702,2764,1,4.446,3.3,104732,318.23408833,30.227075
643349,2687,2651,1,5.556,4.334,102453,311.41566278,30.71966028
642297,2685,1920,1,4.484,4.044,101076,307.34887917,30.3685575
636360,2676,1688,1,6.167,4.574,100587,305.96498611,32.19018528
656379,2710,2647,1,4.24,4.361,105138,319.47945056,34.8968825
648177,2695,4139,1,3.79,2.57,102488,311.55184722,33.96950833
650575,2699,3425,1,4.601,4.734,102589,311.852195,36.49073833
521903,2221,1666,1,5.325,4.068,112440,341.63268722,23.56567722
522728,2225,1821,1,4.682,3.604,112748,342.50044333,24.60168083
526418,2243,1831,1,4.61,2.654,113881,345.94307722,28.08247361
524484,2232,1590,1,4.775,4.789,112051,340.43920639,29.30768694
666471,2736,1823,1,3.998,3.016,112158,340.75053778,30.22130833
518868,2208,2471,1,4.275,3.809,109176,331.75201083,25.34505028
523958,2230,2066,1,4.762,4.792,110371,335.33052806,28.33051694
662308,2724,2354,1,4.829,4.325,109410,332.49688361,33.17826278
799067,3199,3591,1,5.995,4.277,109937,333.99237667,37.74873417
799426,3201,94,1,4.599,4.839,111841,339.81532861,39.05028167
812722,3243,1412,1,4.169,4.266,116631,354.53408167,43.26807611
813047,3244,1530,1,4.051,4.126,116805,355.10184889,44.33397667
807725,3224,3434,1,3.515,3.611,113726,345.4801975,42.32597806
935394,3638,2515,1,5.103,3.964,116584,354.39048917,46.45910778
791829,3183,3283,1,6.271,4.99,106551,323.69367167,38.53383806
800594,3203,2402,1,6.313,4.657,109754,333.46959917,39.71489611
785815,3169,3876,1,4.202,3.776,104887,318.69729222,38.04438222
787629,3173,3151,1,4.343,4.248,105102,319.35396917,39.39469
910422,3591,3421,1,5.084,4.082,106481,323.4953,45.59205667
921394,3612,3062,1,4.065,4.208,107533,326.69835861,49.30957528
915873,3603,3215,1,4.512,4.648,107136,325.52358111,51.1896275
802949,3209,2260,1,4.375,4.493,111104,337.62192472,43.12338722
808380,3226,2285,1,6.195,4.64,111944,340.12827583,44.27628139
932015,3631,2230,1,5.986,4.759,113919,346.04516139,50.05170639
918172,3607,2600,1,4.407,4.523,110351,335.25637194,46.53656583
920708,3611,2304,1,6.453,4.546,111022,337.38259528,47.70689472
930500,3628,3193,1,3.784,3.758,111169,337.82242333,50.28245083
932016,3631,2231,1,4.871,4.558,114570,348.13719111,49.40598694
1047551,4005,2471,1,4.877,4.991,118243,359.75221028,55.75493861
1049445,4009,2605,1,6.024,4.628,117863,358.59598861,57.49939056
1050874,4013,1825,1,6.309,4.998,117301,356.76412722,58.65186
923493,3615,3021,1,4.65,4.591,110609,336.12914806,49.47640083
926408,3619,4081,1,5.706,4.542,110538,335.89014722,52.22948028
932653,3632,3260,1,4.933,4.662,111674,339.34359889,51.54536083
1050249,4011,1296,1,4.731,4.866,115990,352.50800139,58.54891222
1042828,3997,2306,1,4.756,4.829,114104,346.653375,59.41976417
483541,2129,2772,1,6.382,4.61,95771,292.17670639,24.66515056
485709,2133,2963,1,4.863,4.683,95951,292.68914306,27.9652725
485710,2133,2964,1,4.439,3.186,95947,292.68036222,27.95968139
493843,2149,1880,1,4.874,4.675,98543,300.27504833,27.75356444
622867,2656,5248,1,5.894,4.78,96683,294.84418528,30.15323806
488168,2137,3101,1,4.822,4.957,95372,291.03154972,29.62131306
615724,2643,3346,1,3.181,3.217,93194,284.73593528,32.68955306
627688,2663,1148,1,4.546,4.709,96052,292.94300389,34.45297639
630644,2668,995,1,6.072,4.991,97118,296.06897639,37.35427278
647467,2694,2168,1,6.625,4.815,101474,308.47578278,35.25086444
641228,2683,3961,1,4.749,4.904,99303,302.35673611,36.83959083
637058,2677,1816,1,5.189,4.008,98110,299.07664861,35.08348667
641229,2683,3962,1,5.121,4.962,99770,303.63326583,36.80614139
775872,3151,3442,1,5.221,4.837,100044,304.44668222,38.03294528
786742,3171,2186,1,3.95,3.932,103413,314.29338417,41.16718972
778781,3156,2223,1,3.04,2.273,100453,305.557085,40.25668111
768032,3137,3765,1,4.824,4.93,98068,298.96567222,38.48670361
893783,3557,2486,1,2.866,2.893,97165,296.24351972,45.13069611
894856,3559,2797,1,5.329,3.929,99675,303.40793111,46.74132306
894855,3559,2796,1,4.942,4.832,99639,303.32517778,46.81566944
905380,3581,2031,1,4.813,4.92,101138,307.51471583,48.95155139
902848,3576,2157,1,5.907,4.157,99848,303.86799222,47.71420417
615213,2642,2929,1,3.682,3.631,92420,282.51997417,33.36267833
